p,n_events,cutoff,pr_local_large_a,pr_inflicted_large_a,pr_any_large_a,pr_global_large,global_cutoff,tag,N,za,zb,network_model,sf_m,sf_gamma,loss_prob,loss_mode,bulk_only,steps,transient,rep
0.001,145479,1000,0.08377789874795863,0.0,0.042315385725774854,0.025020793379113136,2000,sf_static_N2000_za3_zb3_p0.001_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.001,144824,1000,0.08085030072283839,0.006884919537687331,0.043908468209689,0.02663923106667403,2000,sf_static_N2000_za3_zb3_p0.001_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.0015,143835,1000,0.0847459999720033,0.002182380728749413,0.04318837556922863,0.025682205304689402,2000,sf_static_N2000_za3_zb3_p0.0015_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.0015,143987,1000,0.07778628611207797,0.01353898173553948,0.045587448866911594,0.029197080291970802,2000,sf_static_N2000_za3_zb3_p0.0015_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.002,144390,1000,0.0785991361523013,0.010726440886012387,0.04489923124870143,0.028194473301475172,2000,sf_static_N2000_za3_zb3_p0.002_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.002,143720,1000,0.08215842817507503,0.008552739613553014,0.044732813804620096,0.02743529084330643,2000,sf_static_N2000_za3_zb3_p0.002_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.003,143004,1000,0.08116503786785424,0.006804173606069664,0.04463511510167548,0.02711112975860815,2000,sf_static_N2000_za3_zb3_p0.003_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.003,143281,1000,0.07964822380721556,0.009890821092914627,0.045044353403451955,0.027812480370740016,2000,sf_static_N2000_za3_zb3_p0.003_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.004,144434,1000,0.07988268490332624,0.009421859265288105,0.04451860365287952,0.027348131326418987,2000,sf_static_N2000_za3_zb3_p0.004_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.004,143139,1000,0.07724951551072949,0.01643983104657262,0.04647231013210935,0.03045291639595079,2000,sf_static_N2000_za3_zb3_p0.004_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.005,145274,1000,0.07434709928475515,0.016654678249322194,0.04563789804094332,0.030287594476644135,2000,sf_static_N2000_za3_zb3_p0.005_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.005,144207,1000,0.0724115379798795,0.021993364666850982,0.04711976533732759,0.03260590678677179,2000,sf_static_N2000_za3_zb3_p0.005_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.0075,143932,1000,0.0751145038167939,0.017194847110542276,0.04618847789233805,0.030785370869577302,2000,sf_static_N2000_za3_zb3_p0.0075_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.0075,144054,1000,0.06714261669658887,0.027268479067593943,0.047003207130659336,0.03524372804642704,2000,sf_static_N2000_za3_zb3_p0.0075_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.01,144694,1000,0.06977328568237659,0.025074594180285237,0.04720306301574357,0.033664146405517854,2000,sf_static_N2000_za3_zb3_p0.01_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.01,144082,1000,0.06752943729990775,0.02568001591677799,0.04709123971072028,0.035035604725087106,2000,sf_static_N2000_za3_zb3_p0.01_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.02,143275,1000,0.06515754053227286,0.030676738091567752,0.04798464491362764,0.037941022509160705,2000,sf_static_N2000_za3_zb3_p0.02_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.02,142830,1000,0.060328992460589446,0.03497424155695478,0.04792410558006021,0.04068473009871876,2000,sf_static_N2000_za3_zb3_p0.02_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.03,142696,1000,0.056375801033227,0.03860821155184412,0.04742950047653753,0.04413578516566687,2000,sf_static_N2000_za3_zb3_p0.03_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.03,142459,1000,0.058256322284322946,0.037206982543640896,0.0478874623575906,0.04202612681543462,2000,sf_static_N2000_za3_zb3_p0.03_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.05,142332,1000,0.05400860438066677,0.04121285559297198,0.04762808082511311,0.04584352078239609,2000,sf_static_N2000_za3_zb3_p0.05_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.05,141840,1000,0.054920399005344844,0.04102078869006206,0.047877890580936264,0.0450507614213198,2000,sf_static_N2000_za3_zb3_p0.05_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.075,140568,1000,0.052851022227334156,0.043977243923733346,0.048368049627226684,0.04687411075066872,2000,sf_static_N2000_za3_zb3_p0.075_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.075,140211,1000,0.05130455710180217,0.04589358093540691,0.048619580489405255,0.0471004414774875,2000,sf_static_N2000_za3_zb3_p0.075_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.1,141178,1000,0.05056673219289807,0.046205238225511515,0.04842114210429387,0.04713907266004618,2000,sf_static_N2000_za3_zb3_p0.1_m2_g3.5_rep0,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,0
0.1,140637,1000,0.05135826462224381,0.04528857312689292,0.04830876654081074,0.0478110312364456,2000,sf_static_N2000_za3_zb3_p0.1_m2_g3.5_rep1,2000,3,3,sf_static,2,3.5,0.01,per-toppling,False,300000,30000,1
0.0001,132242,1000,0.09613876319758673,0.0,0.04819951301401975,0.025604573433553636,2000,sf_static_N2000_za3_zb3_p0.0001_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.0001,133345,1000,0.09490692167031387,0.0,0.0474858449885635,0.025572762383291463,2000,sf_static_N2000_za3_zb3_p0.0001_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.0002,133755,1000,0.0946334380371007,0.0,0.047751485925759785,0.025344846921610407,2000,sf_static_N2000_za3_zb3_p0.0002_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.0002,133677,1000,0.09371421683842585,0.002986405170492534,0.04803369315589069,0.026631357675591164,2000,sf_static_N2000_za3_zb3_p0.0002_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.0003,134219,1000,0.0911972401999086,0.004202566728926914,0.04816754706859685,0.027157108904104485,2000,sf_static_N2000_za3_zb3_p0.0003_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.0003,133311,1000,0.0897799699891545,0.006908881549043969,0.048750665736510865,0.02869230596124851,2000,sf_static_N2000_za3_zb3_p0.0003_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.0005,133124,1000,0.09443874162188273,0.0033492822966507177,0.04867642198251255,0.02674949670983444,2000,sf_static_N2000_za3_zb3_p0.0005_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.0005,134617,1000,0.0915332484981208,0.004773625717908556,0.04832970575781662,0.02750024142567432,2000,sf_static_N2000_za3_zb3_p0.0005_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.0007,132834,1000,0.0955256697941296,0.0,0.047751328726079165,0.025513046358613005,2000,sf_static_N2000_za3_zb3_p0.0007_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.0007,134281,1000,0.09179426304638548,0.0047984644913627635,0.04791444806041063,0.027338193787654248,2000,sf_static_N2000_za3_zb3_p0.0007_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.001,132885,1000,0.09206923825748357,0.005570366839933871,0.04836512774203258,0.027136245625917148,2000,sf_static_N2000_za3_zb3_p0.001_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.001,133057,1000,0.09530332681017613,0.0,0.04758111185431808,0.025071961640499935,2000,sf_static_N2000_za3_zb3_p0.001_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.0015,131596,1000,0.09129297287373205,0.008137691552804409,0.04943919268062859,0.02892185172801605,2000,sf_static_N2000_za3_zb3_p0.0015_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.0015,133431,1000,0.09274580335731415,0.005306471196654225,0.04902908619436263,0.02686781932234638,2000,sf_static_N2000_za3_zb3_p0.0015_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.002,133656,1000,0.09042808321841837,0.0073648043023603225,0.048826839049500206,0.02855838869934758,2000,sf_static_N2000_za3_zb3_p0.002_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.002,132322,1000,0.0913875525930841,0.007150323430943328,0.04936442919544747,0.02818125481779296,2000,sf_static_N2000_za3_zb3_p0.002_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.003,134042,1000,0.08903600119012199,0.0074077399658795005,0.0483430566538846,0.028438847525402485,2000,sf_static_N2000_za3_zb3_p0.003_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.003,133749,1000,0.08451002008547653,0.014304329799206303,0.049062049062049064,0.03171612498037368,2000,sf_static_N2000_za3_zb3_p0.003_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.004,133669,1000,0.08931662190390928,0.00718690452970037,0.04836573925143452,0.028241402269785814,2000,sf_static_N2000_za3_zb3_p0.004_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.004,134053,1000,0.08393199233716475,0.015988220771301517,0.049853416186135334,0.03219622089770464,2000,sf_static_N2000_za3_zb3_p0.004_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.005,131876,1000,0.08248654206738039,0.019073983937697738,0.05087354787830993,0.034236707209803145,2000,sf_static_N2000_za3_zb3_p0.005_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.005,131436,1000,0.07841693511274736,0.024092020650303414,0.05103624577741258,0.03716637755257311,2000,sf_static_N2000_za3_zb3_p0.005_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.0075,132425,1000,0.07578701314471327,0.02622364486121756,0.05088163111195016,0.037946007173872004,2000,sf_static_N2000_za3_zb3_p0.0075_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.0075,131587,1000,0.07858588667933683,0.024525931686307352,0.05111447179432619,0.0369565382598585,2000,sf_static_N2000_za3_zb3_p0.0075_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.01,132871,1000,0.07373969946679593,0.02855433400643183,0.05100435761001272,0.03917333353402925,2000,sf_static_N2000_za3_zb3_p0.01_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.01,131875,1000,0.08138442896092093,0.019952926884822718,0.050707109004739334,0.03504834123222749,2000,sf_static_N2000_za3_zb3_p0.01_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.02,132554,1000,0.06280149812734083,0.03894900006078658,0.0509603633236266,0.04623775970547852,2000,sf_static_N2000_za3_zb3_p0.02_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.02,131113,1000,0.07015535817843299,0.0330705780108863,0.051604341293388145,0.04140703057667813,2000,sf_static_N2000_za3_zb3_p0.02_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.03,132675,1000,0.06169193812445491,0.03966249740039811,0.0505144149236857,0.04651215375918598,2000,sf_static_N2000_za3_zb3_p0.03_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.03,132408,1000,0.06154518335492813,0.040297422539903684,0.050948583167180234,0.046220772158781946,2000,sf_static_N2000_za3_zb3_p0.03_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.05,130105,1000,0.05542704222796752,0.04866800075042211,0.05210406978978517,0.05080511894239268,2000,sf_static_N2000_za3_zb3_p0.05_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.05,132411,1000,0.05839559873296858,0.04246575342465753,0.05040366736902523,0.04816065130540514,2000,sf_static_N2000_za3_zb3_p0.05_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.075,131434,1000,0.05316899281010211,0.04888854821401196,0.051044630765251,0.05026857586317087,2000,sf_static_N2000_za3_zb3_p0.075_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.075,129771,1000,0.0551354708485366,0.04901630817244439,0.05205323223216281,0.05105146758520779,2000,sf_static_N2000_za3_zb3_p0.075_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
0.1,128964,1000,0.05269108650197475,0.05121197534123201,0.051952482863434755,0.051634564684718214,2000,sf_static_N2000_za3_zb3_p0.1_m2_ginf_rep0,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,0
0.1,129658,1000,0.05474082272643424,0.04960839550506145,0.05218343642505669,0.05158956639775409,2000,sf_static_N2000_za3_zb3_p0.1_m2_ginf_rep1,2000,3,3,sf_static,2,inf,0.01,per-toppling,False,300000,30000,1
